timestamp,x,y
1743446572.828797,640,456
1743446572.8757899,640,456
1743446572.9294274,640,456
1743446572.9750295,640,468
1743446573.0206363,640,474
1743446573.074634,640,465
1743446573.1333184,640,460
1743446573.1903534,640,446
1743446573.2454991,640,439
1743446573.2885213,640,435
1743446573.341095,640,433
1743446573.3981335,640,432
1743446573.4477246,640,432
1743446573.499386,640,432
1743446573.5579767,640,432
1743446573.6086025,640,432
1743446573.6516025,640,432
1743446573.6986442,618,407
1743446573.778235,543,383
1743446573.857851,506,371
1743446573.9225929,509,365
1743446574.0032856,499,362
1743446574.1193814,494,361
1743446574.2038293,481,360
1743446574.2825134,464,348
1743446574.3591402,466,342
1743446574.4392116,467,339
1743446574.5634222,468,349
1743446574.6414137,468,354
1743446574.7210112,479,357
1743446574.8006532,484,382
1743446574.8802648,487,395
1743446574.945264,510,401
1743446575.0224464,511,404
1743446575.1030688,500,394
1743446575.1797094,495,389
1743446575.2447095,460,374
1743446575.3255966,432,367
1743446575.3990126,418,363
1743446575.4652717,390,349
1743446575.5417354,397,342
1743446575.6223748,401,339
1743446575.6971707,403,325
1743446575.7612293,403,318
1743446575.8397598,404,315
1743446575.9214482,404,313
1743446575.9996483,415,312
1743446576.080655,410,312
1743446576.2138648,407,312
1743446576.298741,374,300
1743446576.3821516,357,294
1743446576.4589055,338,302
1743446576.5352366,329,307
1743446576.6714323,324,309
1743446576.7415025,322,322
1743446576.8197024,321,341
1743446576.8955789,320,338
1743446576.9611666,320,337
1743446577.0377035,330,360
1743446577.113284,335,372
1743446577.191866,348,378
1743446577.25588,355,381
1743446577.3383842,380,394
1743446577.416058,392,401
1743446577.4960737,398,404
1743446577.5771947,401,418
1743446577.6497018,403,413
1743446577.7332113,404,410
1743446577.7987695,404,409
1743446577.8712704,372,372
1743446577.9522839,346,354
1743446578.033325,333,345
1743446578.111863,326,316
1743446578.1884224,323,266
1743446578.2790003,321,228
1743446578.394517,320,210
1743446578.4740994,320,213
1743446578.5551012,320,202
1743446578.6224189,320,197
1743446578.6930604,320,194
1743446578.829403,320,193
1743446578.895973,341,216
1743446578.9760957,351,228
1743446579.0546887,356,246
1743446579.1357205,359,255
1743446579.2122424,360,259
1743446579.2768478,361,273
1743446579.3563643,361,280
1743446579.4341846,297,248
1743446579.5142937,265,232
1743446579.5918505,207,212
1743446579.6724393,178,202
1743446579.7536886,163,209
1743446579.831986,145,224
1743446579.9119976,136,232
1743446579.9891293,121,236
1743446580.0693283,113,238
1743446580.1479695,109,238
1743446580.2259963,107,227
1743446580.295549,149,233
1743446580.369344,170,236
1743446580.506306,224,238
1743446580.574927,250,239
1743446580.6554952,370,227
1743446580.7315059,441,245
1743446580.8160279,519,230
1743446580.9143362,558,223
1743446581.0170836,588,219
1743446581.0946434,603,205
1743446581.170687,610,198
1743446581.2352133,614,207
1743446581.3137813,616,199
1743446581.3903923,596,195
1743446581.4553905,586,193
1743446581.5375195,591,204
1743446581.6131713,615,198
1743446581.694783,616,207
1743446581.7758002,617,211
1743446581.8514555,596,201
1743446581.9339857,586,220
1743446582.0027127,581,218
1743446582.0743423,503,193
1743446582.1528955,368,168
1743446582.2294128,301,156
1743446582.3110342,278,174
1743446582.390539,320,231
1743446582.4695947,340,271
1743446582.555174,351,291
1743446582.6672368,314,289
1743446582.7368903,263,276
1743446582.815841,227,258
1743446582.8793929,220,249
1743446582.9606647,206,244
1743446583.094542,166,278
1743446583.160014,157,355
1743446583.2442014,163,369
1743446583.3167942,145,388
1743446583.381793,136,398
1743446583.448664,132,403
1743446583.5238492,140,417
1743446583.6028655,144,424
1743446583.6844697,168,428
1743446583.7490134,180,430
1743446583.82758,186,431
1743446583.9055672,189,431
1743446583.9837406,190,431
1743446584.061261,191,443
1743446584.1287687,191,449
1743446584.2061462,223,453
1743446584.2823145,240,454
1743446584.3609917,301,467
1743446584.4385455,310,473
1743446584.51861,315,476
1743446584.5976787,296,478
1743446584.678305,372,479
1743446584.8018014,420,479
1743446584.884814,455,479
1743446584.9623983,472,479
1743446585.0414894,471,479
1743446585.1216106,480,480
1743446585.2417114,485,480
1743446585.312625,509,480
1743446585.3703918,521,480
1743446585.4350102,527,467
1743446585.511714,530,461
1743446585.5762985,542,458
1743446585.6563382,559,469
1743446585.72487,556,462
1743446585.7971072,555,459
1743446585.865681,565,457
1743446585.9416544,570,456
1743446586.0097332,573,456
1743446586.0813346,574,456
1743446586.162842,575,444
1743446586.2428455,575,438
1743446586.3193965,575,422
1743446586.4033022,586,415
1743446586.477657,581,435
1743446586.556686,578,445
1743446586.6390471,577,450
1743446586.7145808,597,453
1743446586.792369,607,454
1743446586.9150689,591,455
1743446586.9952483,583,455
1743446587.0598383,579,455
1743446587.1384866,577,455
