timestamp,x,y
1743445795.9637563,40,480
1743445796.0133295,13,480
1743445796.0738971,5,480
1743445796.1264682,2,437
1743445796.2141175,21,459
1743445796.2931285,10,469
1743445796.3782299,126,474
1743445796.4642599,243,477
1743445796.5433707,301,398
1743445796.6219618,351,399
1743445796.6999986,355,399
1743445796.7816403,337,399
1743445796.8628314,289,439
1743445796.95331,244,459
1743445797.0280685,182,469
1743445797.1070771,151,474
1743445797.184639,135,477
1743445797.2642567,127,478
1743445797.3398206,123,479
1743445797.4128535,141,399
1743445797.4903872,210,359
1743445797.5670927,165,339
1743445797.6486464,162,329
1743445797.7264676,221,244
1743445797.80561,250,202
1743445797.8883748,285,220
1743445797.9629095,242,190
1743445798.033036,281,175
1743445798.1080463,280,167
1743445798.1826162,260,163
1743445798.2591507,250,201
1743445798.3416796,285,180
1743445798.4202118,202,170
1743445798.501209,201,165
1743445798.5819237,160,162
1743445798.6569486,200,201
1743445798.737086,160,220
1743445798.8137903,179,190
1743445798.8935683,169,175
1743445798.9731116,204,247
1743445799.043219,182,243
1743445799.1345315,171,241
1743445799.2075353,165,281
1743445799.2906568,242,260
1743445799.3602514,261,290
1743445799.431766,290,305
1743445799.5107543,245,352
1743445799.5896142,242,416
1743445799.6691387,241,408
1743445799.7477083,240,364
1743445799.8262558,200,342
1743445799.9072547,180,331
1743445799.9787846,90,245
1743445800.0658622,44,202
1743445800.1430197,22,101
1743445800.2205865,10,50
1743445800.2985718,5,25
1743445800.3771188,2,12
1743445800.4582582,1,5
1743445800.5363293,0,2
1743445800.6143355,0,1
1743445800.6921856,0,0
1743445800.7737477,0,0
1743445800.855474,0,0
1743445800.9265044,0,40
1743445801.0057354,0,60
1743445801.0778666,0,70
1743445801.1484132,0,35
1743445801.2299867,0,57
1743445801.309974,0,68
1743445801.3916602,0,194
1743445801.4787607,0,217
1743445801.558933,0,268
1743445801.638486,0,374
1743445801.7165158,0,427
1743445801.797068,0,453
1743445801.8743322,0,467
1743445801.9579191,0,353
1743445802.0349574,0,377
1743445802.1129968,0,348
1743445802.1932797,0,294
1743445802.2708092,0,307
1743445802.3533933,0,273
1743445802.4289398,0,256
1743445802.5099614,0,248
1743445802.5851362,0,123
1743445802.6627483,0,101
1743445802.7413535,0,90
1743445802.822987,0,45
1743445802.904985,0,22
1743445802.9826005,0,51
1743445803.0616446,0,65
1743445803.1377993,0,112
1743445803.2168925,0,176
1743445803.2964203,0,248
1743445803.3740456,0,324
1743445803.4576163,0,402
1743445803.5405471,0,441
1743445803.6353474,0,460
1743445803.7234316,0,470
1743445803.795029,0,475
1743445803.8766308,0,477
1743445803.9567773,0,479
1743445804.0329454,0,479
1743445804.1129858,0,479
1743445804.1915436,0,480
1743445804.2591205,0,480
1743445804.320144,0,480
1743445804.376683,0,480
1743445804.4432402,0,480
1743445804.5072327,0,480
1743445804.5743032,0,239
1743445804.6527617,0,119
1743445804.8559644,0,139
1743445804.93519,0,309
1743445805.0122476,0,394
1743445805.0920756,0,437
1743445805.161705,0,258
1743445805.2392454,0,129
1743445805.3126101,0,144
1743445805.3911693,0,71
1743445805.4625077,0,35
1743445805.5366263,0,17
1743445805.6156304,80,129
1743445805.693173,120,264
1743445805.7737744,60,132
1743445805.851381,30,65
1743445805.9275904,15,72
1743445806.0092685,7,276
1743445806.096051,3,378
1743445806.1756968,1,429
1743445806.2558348,0,454
1743445806.3273766,0,467
1743445806.3973837,0,473
1743445806.4669101,0,477
1743445806.5550332,0,478
1743445806.627671,0,479
1743445806.71067,0,480
1743445806.7742238,0,480
1743445806.8386176,0,480
