x,y,duration_ms
318,36,133.078125
292,88,293.005126953125
374,448,235.83056640625
63,352,143.539794921875
87,283,190.052490234375
145,388,158.274169921875
67,469,397.153076171875
319,480,125.537841796875
265,480,159.5087890625
63,476,106.535888671875
27,479,192.745849609375
191,480,157.727294921875
276,480,356.39599609375
269,437,108.5810546875
272,469,190.2451171875
176,479,196.902099609375
132,480,177.973388671875
165,480,228.643798828125
195,480,181.53466796875
500,455,190.251953125
106,480,196.06494140625
75,480,314.321533203125
10,477,1293.32275390625
58,480,270.611328125
27,480,710.148681640625
67,480,313.076904296875
31,480,253.10693359375
1,480,545.604248046875
33,480,235.2978515625
2,480,3767.183837890625
74,480,314.4638671875
32,480,249.76318359375
1,480,329.4345703125
47,480,341.13134765625
17,480,2850.03369140625
61,480,381.72998046875
20,480,8883.4775390625
478,480,297.007080078125
523,480,153.701416015625
557,480,572.464599609375
555,480,109.525390625
594,480,515.90966796875
630,480,6175.557861328125
369,480,108.950439453125
239,480,213.97119140625
203,480,393.857666015625
152,480,139.353759765625
68,480,297.110107421875
21,480,13061.7529296875
61,480,107.297607421875
105,480,108.839599609375
149,480,850.003173828125
184,480,249.773681640625
125,480,221.128662109375
442,480,222.5576171875
492,480,107.8154296875
537,480,438.906494140625
501,480,101.306640625
469,480,552.199462890625
477,480,105.966796875
232,480,113.41162109375
96,480,219.2099609375
52,480,206.658447265625
12,480,7726.26806640625
92,480,250.31884765625
35,480,158.54296875
4,480,2756.989501953125
602,480,177.0859375
