timestamp,x,y
1743450937.083414,640,480
1743450937.1459408,640,480
1743450937.2234836,640,480
1743450937.3645568,640,480
1743450937.4300778,640,480
1743450937.5066164,640,480
1743450937.5686166,583,480
1743450937.631653,554,480
1743450937.695148,512,480
1743450937.759755,472,480
1743450937.823286,451,480
1743450937.9000497,404,480
1743450937.9630592,390,445
1743450938.0722785,363,371
1743450938.181513,350,333
1743450938.295111,335,337
1743450938.4077423,346,328
1743450938.51588,332,324
1743450938.62549,373,402
1743450938.7496705,384,441
1743450938.8432362,380,460
1743450938.951784,378,470
1743450939.0613708,377,475
1743450939.2570016,376,477
1743450939.3979385,329,398
1743450939.5259376,315,347
1743450939.6324801,345,356
1743450939.736036,388,360
1743450939.8280973,410,362
1743450939.9216452,402,363
1743450940.0132186,313,341
1743450940.1117718,250,341
1743450940.20008,219,341
1743450940.3001082,203,341
1743450940.4016454,186,364
1743450940.4776645,187,376
1743450940.5577505,187,382
1743450940.636289,187,385
1743450940.714806,178,329
1743450940.788969,173,255
1743450940.8655005,171,207
1743450940.9370148,170,183
1743450941.0145364,263,148
1743450941.0945556,319,154
1743450941.1684523,348,157
1743450941.2451773,362,146
1743450941.3760028,369,164
1743450941.466628,306,139
1743450941.5658932,209,137
1743450941.65014,160,137
1743450941.7322752,136,148
1743450941.8313591,124,188
1743450941.9148905,117,242
1743450942.0024378,133,315
1743450942.091487,141,351
1743450942.1730516,268,416
1743450942.244679,341,448
1743450942.3178601,377,464
1743450942.3938918,339,472
1743450942.504993,320,476
1743450942.5860014,301,478
1743450942.661535,263,479
1743450942.7341568,244,479
1743450942.814958,432,479
1743450942.8985794,517,480
1743450942.9775674,559,480
1743450943.046115,600,480
1743450943.1114135,620,480
1743450943.1844337,630,480
1743450943.261518,635,480
1743450943.3240573,637,480
1743450943.3870912,639,480
1743450943.4603934,554,480
1743450943.5219827,484,480
1743450943.6105587,449,480
1743450943.6831312,431,480
1743450943.7702239,375,480
1743450943.860694,338,480
1743450943.939232,319,480
1743450944.0015628,310,480
1743450944.0643098,314,480
1743450944.1269267,392,480
1743450944.1829205,431,480
1743450944.2510996,460,480
1743450944.327129,474,480
1743450944.4047558,462,480
1743450944.4687552,372,480
1743450944.5512924,336,480
1743450944.6288898,318,480
1743450944.7115378,319,480
1743450944.7831335,347,480
1743450944.862756,361,480
1743450944.938375,406,480
1743450948.2225134,438,480
1743450948.2996068,444,480
1743450948.3768642,485,480
1743450948.4538405,478,480
1743450948.532773,483,480
1743450948.6219726,486,480
1743450948.6931221,487,480
1743450948.7681978,328,480
1743450948.8494177,248,480
1743450948.947268,208,480
1743450949.0839477,207,480
1743450949.217728,310,480
1743450949.3842702,380,480
1743450949.5243998,340,480
1743450949.7034616,320,480
1743450950.1846108,423,480
1743450950.277921,427,480
1743450950.69614,364,480
1743450950.8099976,342,480
1743450951.007328,302,480
1743450952.6416903,282,480
1743450952.8467858,291,480
1743450952.938686,277,480
1743450953.018641,270,480
1743450953.1178508,200,480
1743450953.2065089,156,480
1743450953.283635,152,480
1743450953.3659842,160,480
1743450953.443504,164,480
1743450953.520039,166,480
1743450953.5920334,177,480
1743450953.6754646,182,480
1743450953.7460587,175,480
1743450953.8295062,172,480
1743450953.9122763,170,480
1743450953.9985898,197,480
1743450954.0750532,211,480
1743450954.1465948,218,480
1743450954.2427104,221,480
1743450954.3293626,223,480
1743450954.4053764,224,480
1743450954.4809155,243,480
1743450954.5584416,272,480
1743450954.6339848,286,480
1743450954.713523,321,480
1743450954.787195,349,480
1743450954.8657424,362,480
1743450954.9452972,331,480
1743450955.0216527,363,480
1743450955.0960748,426,480
1743450955.1607187,457,480
1743450955.2342684,511,480
1743450955.300371,537,480
1743450955.3598816,550,480
1743450955.4230177,595,480
1743450955.4840343,617,480
1743450955.5485506,629,480
1743450955.603771,634,480
1743450955.669466,637,480
1743450955.7335649,638,480
1743450955.7964077,639,480
1743450955.8584783,639,480
1743450955.9260485,639,480
1743450955.9973233,640,480
1743450956.062878,640,480
1743450956.12639,640,480
1743450956.19439,640,480
1743450956.2655022,640,480
1743450956.3322072,640,480
1743450956.3932054,640,480
1743450956.457273,640,480
1743450956.5204828,640,480
1743450956.5814598,640,480
1743450956.6638896,640,480
1743450956.724462,640,480
1743450956.790783,640,480
1743450956.8802695,640,480
1743450956.9648368,640,480
1743450957.0363615,640,480
1743450957.0994036,611,480
1743450957.1645916,597,480
1743450957.2303975,458,480
1743450957.3071744,379,480
1743450957.3648489,340,480
1743450957.4304824,301,480
1743450957.4915128,272,480
1743450957.5550704,258,480
1743450957.6180766,241,480
1743450957.6890485,232,480
1743450957.7485318,228,480
1743450957.8103762,283,480
1743450957.8734298,310,480
1743450957.939005,475,480
1743450958.0033228,557,480
1743450958.0653389,599,480
1743450958.128938,619,480
1743450958.1931467,620,480
1743450958.259694,620,480
1743450958.3183088,621,480
1743450958.3799975,611,480
1743450958.441889,607,480
1743450958.5035927,623,480
1743450958.5668993,631,480
1743450958.6313894,635,480
1743450958.6940956,637,480
1743450958.7588234,638,480
1743450958.8187878,639,480
1743450958.8837073,620,480
1743450958.9475822,611,480
1743450959.013702,531,480
1743450959.0722547,368,480
1743450959.1364524,287,480
1743450959.2000046,237,480
1743450959.2608638,203,480
1743450959.3286953,185,480
1743450959.3905385,167,480
1743450959.4540703,158,480
1743450959.5327027,154,480
1743450959.5916858,151,480
1743450959.657245,160,480
1743450959.718697,164,480
1743450959.7814536,157,480
1743450959.8448381,144,480
1743450959.907386,137,480
1743450959.9689534,143,480
1743450960.0321143,137,480
1743450960.0966806,134,480
1743450960.222846,123,480
1743450960.3023503,117,480
1743450960.385175,133,480
1743450960.473375,151,480
1743450960.5529747,160,480
1743450960.633551,155,480
1743450960.7280307,190,480
1743450960.8038688,198,480
1743450960.8821602,202,480
1743450961.018358,176,480
1743450961.1751418,163,480
1743450961.3302753,213,480
1743450961.490792,238,480
1743450961.6575258,373,480
1743450961.792888,431,480
1743450961.8979397,460,480
1743450961.9950724,550,480
1743450962.0882807,595,480
1743450962.183629,617,480
1743450962.3045483,629,480
1743450962.463667,634,480
1743450962.6130676,637,480
1743450962.7309356,638,480
1743450962.8649654,639,480
1743450963.0297508,639,480
1743450963.187281,640,480
1743450963.304315,620,480
1743450963.414874,630,480
1743450963.531542,635,480
1743450963.634592,637,480
1743450963.7549942,638,480
1743450963.8630579,639,480
1743450963.969033,639,480
1743450964.0791965,620,480
1743450964.187271,611,480
1743450964.2972229,606,480
1743450964.4044635,604,480
1743450964.5223653,622,480
1743450964.6235478,621,480
1743450964.730958,621,480
1743450964.832649,621,480
1743450964.9452138,621,480
1743450965.07181,621,480
1743450965.175921,621,480
1743450965.2901633,621,480
1743450965.4312227,630,480
1743450965.5493677,625,480
1743450965.670165,576,480
1743450965.778364,523,480
1743450965.8864121,486,480
1743450965.9962082,497,480
1743450966.1098223,474,480
1743450966.265244,471,480
1743450966.370213,470,480
1743450966.4877994,479,480
1743450966.5904229,484,480
1743450966.6988266,477,480
1743450966.8067598,558,480
1743450966.9166017,599,480
1743450967.0299969,619,480
1743450967.140659,629,480
1743450967.2612128,635,480
1743450967.3739119,637,480
1743450967.4807734,638,480
1743450967.5946693,639,480
1743450967.7037659,639,480
1743450967.813824,640,480
1743450967.9273946,640,480
1743450968.0356543,640,480
1743450968.1826642,640,480
1743450968.3267102,640,480
1743450968.4317522,640,480
1743450968.540777,640,480
1743450969.3073843,517,480
1743450969.6268616,446,480
1743450969.733633,411,480
1743450969.8706257,346,480
1743450969.988182,361,480
1743450970.0997272,330,480
1743450970.2656045,353,480
1743450970.377255,364,480
1743450970.4778173,360,480
1743450970.5830925,349,480
1743450970.698689,343,480
1743450970.810243,340,480
1743450970.914624,339,480
1743450971.0235035,338,480
1743450971.1437411,329,480
1743450971.2473495,352,480
1743450971.3580549,364,480
1743450971.4799488,398,480
1743450971.633341,396,480
1743450971.776103,358,480
1743450971.8809445,310,480
1743450972.001443,324,480
1743450972.1304178,331,480
1743450972.2743516,325,480
1743450972.4185395,350,480
1743450972.6358037,382,480
1743450972.7828927,398,480
1743450972.9092488,415,480
1743450973.0097878,423,480
1743450973.1172462,427,480
1743450973.225929,382,480
1743450973.3350039,351,480
1743450973.430181,326,480
1743450973.5353813,323,480
1743450973.63285,330,480
1743450973.7428527,334,480
1743450973.9010925,336,480
1743450974.0628464,336,480
1743450974.1924026,365,480
1743450974.3390396,370,480
1743450974.4945288,335,480
1743450974.6951752,318,480
1743450974.795138,290,480
1743450974.9026802,295,480
1743450975.0010185,298,480
1743450975.1128845,318,480
1743450975.2190084,328,480
1743450975.3670645,333,480
1743450975.4681034,335,480
1743450975.5789464,346,480
1743450975.7265296,370,480
1743450975.8834138,392,480
1743450976.0389116,403,480
1743450976.199984,417,480
1743450976.36114,368,480
1743450976.5142453,334,480
1743450976.6740491,327,480
1743450976.8301966,332,480
1743450976.9857914,344,480
1743450977.1437438,332,480
1743450977.3034885,335,480
1743450977.447267,346,480
1743450977.5609372,351,480
1743450977.6691513,363,480
1743450977.780476,369,480
1743450977.8875704,382,480
1743450977.9969885,398,480
1743450978.1999948,415,480
1743450978.3488693,433,480
1743450978.4805813,432,480
1743450978.581238,423,480
1743450978.729131,427,480
1743450978.8872674,439,480
1743450978.9862943,417,480
1743450979.097228,349,480
1743450979.1912243,315,480
1743450979.2919571,326,480
1743450979.3952677,332,480
1743450979.5048733,354,480
1743450979.6009839,355,480
1743450979.7127788,375,480
1743450979.8204234,385,480
1743450979.932264,390,480
1743450980.044675,402,480
1743450980.1508136,398,480
1743450980.2471275,396,480
1743450980.3581307,386,480
1743450980.4705954,400,480
1743450980.579027,416,480
1743450980.6853633,424,480
1743450980.798008,522,480
1743450980.9071283,562,480
1743450981.0544238,601,480
1743450981.2117143,611,480
1743450981.3685062,531,480
1743450981.5126083,416,480
1743450981.6672006,301,480
1743450981.830711,282,480
1743450981.9789267,376,480
1743450982.127386,498,480
1743450982.229392,512,480
1743450982.3677366,519,480
1743450982.4632125,466,480
1743450982.5608518,440,480
1743450982.697156,455,480
1743450982.7988656,481,480
1743450982.905401,494,480
1743450983.0163333,567,480
1743450983.1302016,603,480
1743450983.2393281,621,480
1743450983.349779,631,480
1743450983.4644194,635,480
1743450983.5720012,637,480
1743450983.6894484,639,480
1743450983.7952042,639,480
1743450983.904452,639,480
1743450984.0171785,640,480
1743450984.1240127,583,480
1743450984.232578,611,480
1743450984.3578227,625,480
1743450984.4706888,632,480
1743450984.5759377,636,480
1743450984.6839287,638,480
1743450984.820306,639,480
1743450984.975868,639,480
1743450985.1355376,639,480
1743450985.2432733,535,480
1743450985.3544207,465,480
1743450985.8191638,232,480
1743450985.9600453,209,480
1743450986.379579,424,480
1743450986.480191,532,480
1743450986.622925,586,480
1743450986.7326145,547,480
1743450986.839014,480,480
1743450986.947516,437,480
1743450987.27939,538,480
1743450987.383351,589,480
1743450987.590547,615,480
1743450987.6973934,627,480
1743450987.8385098,633,480
1743450987.9465184,636,480
1743450988.0602388,449,480
1743450988.2093174,337,480
1743450988.3319795,488,480
1743450988.4346364,564,480
1743450988.546652,602,480
1743450988.6547258,621,480
1743450988.787437,630,480
1743450988.894202,635,480
1743450989.0023355,637,480
1743450989.1083784,638,480
1743450989.21729,639,480
1743450989.323894,640,480
1743450989.4780486,640,480
1743450989.6105907,640,480
1743450989.7291346,640,480
1743450989.837194,640,480
1743450989.949726,630,480
1743450990.056341,569,480
1743450990.1780708,453,480
1743450990.6523566,226,480
1743450990.9383652,112,480
1743450991.1293983,56,480
1743450991.2495997,27,480
1743450991.3658817,13,480
1743450991.472048,6,480
1743450991.5816438,2,480
1743450991.6774201,1,480
1743450991.7966404,0,480
1743450991.8954008,160,480
1743450992.009942,352,480
1743450992.1170743,496,480
1743450992.2312953,568,480
1743450992.3386817,604,480
1743450992.4944212,622,480
1743450992.6530206,631,480
1743450992.787572,636,480
1743450992.886102,638,480
1743450992.9806376,639,480
1743450993.0767376,639,480
1743450993.174647,640,480
1743450993.4643054,319,480
1743450995.7378883,291,480
1743450995.8462048,276,480
1743450995.9556174,241,480
1743450996.0506582,195,480
1743450996.3295393,191,480
1743450996.484659,349,480
1743450998.266742,494,480
1743450998.3549132,567,480
1743450998.448619,603,480
1743450998.5427706,622,480
1743450998.6351128,631,480
1743450998.7103958,635,480
1743450998.7911072,638,480
1743450998.8669412,639,480
1743450998.947436,639,480
1743450999.0283983,640,480
1743450999.1029153,640,480
1743450999.1808422,640,480
1743450999.2633433,640,480
1743450999.341419,640,480
1743450999.4167736,640,480
1743450999.4948246,640,480
1743450999.5728137,640,480
1743450999.651918,640,480
1743450999.7336583,640,480
1743450999.810434,640,480
1743450999.887213,640,480
1743450999.9681356,640,480
1743451000.0506518,640,480
1743451000.1272,640,480
1743451000.2039697,640,480
1743451000.2823148,640,480
1743451000.3584204,640,480
1743451000.4347253,640,480
1743451000.5139127,640,480
1743451000.5943873,640,480
1743451000.6755185,640,480
1743451000.753804,640,480
1743451000.832479,640,480
1743451000.9124718,640,480
1743451000.992787,640,480
1743451001.0706086,640,480
1743451001.1477187,640,480
1743451001.232338,640,480
1743451001.3124578,640,480
1743451001.3902535,640,480
1743451001.492802,640,480
1743451001.592891,640,480
1743451001.681144,640,480
1743451001.770249,640,480
1743451001.8666377,640,480
1743451002.0548484,640,480
1743451002.149059,640,480
1743451002.2430935,640,480
1743451002.344718,640,480
1743451002.4369001,640,480
1743451002.5318704,640,480
1743451002.6314175,640,480
1743451002.73654,640,480
1743451002.8321764,640,480
1743451002.9277391,640,480
1743451003.0358245,640,480
1743451003.1338258,640,480
1743451003.2791777,640,480
1743451003.3843482,640,480
1743451003.5132065,640,480
1743451003.6527114,640,480
1743451003.7634537,640,480
1743451003.8785794,640,480
1743451003.986152,640,480
1743451004.0931625,319,480
1743451004.1880598,159,480
1743451007.247663,352,480
1743451007.350915,335,480
1743451007.4643204,205,480
1743451007.5722558,102,480
1743451007.6964905,50,480
1743451007.807422,25,480
1743451008.3125644,12,480
1743451008.4204392,5,480
1743451008.5158696,2,480
1743451008.6290793,1,480
1743451008.9257665,0,480
1743451009.600695,235,480
1743451009.8212514,117,480
1743451009.933913,58,480
1743451010.0399835,142,480
1743451010.1523259,183,480
1743451010.260958,195,480
1743451010.3742378,418,480
1743451010.4863498,529,480
1743451010.593149,584,480
1743451010.6977572,612,480
1743451010.8063653,626,480
1743451010.9158628,633,480
1743451011.0269969,637,480
1743451011.1284277,638,480
1743451011.239969,639,480
1743451011.333013,640,480
1743451011.4346015,640,480
1743451011.5411825,640,480
1743451011.6518013,640,480
1743451011.75796,592,480
1743451011.8536675,568,480
1743451011.950914,500,480
1743451012.057455,447,480
1743451012.1523452,411,480
1743451012.2483253,403,480
1743451012.3468268,398,480
1743451012.452937,199,480
1743451012.5513752,99,480
1743451012.6590855,49,480
1743451012.7561522,24,480
1743451012.878568,11,480
1743451012.9926817,5,480
1743451013.099971,2,480
1743451013.2144675,1,480
1743451013.314531,0,480
1743451013.4231145,37,480
1743451013.5376434,65,480
1743451013.6441975,107,480
1743451013.8338068,138,480
1743451014.020657,200,480
1743451014.1370928,241,480
1743451014.246339,299,480
1743451014.5926952,281,480
1743451014.7051997,225,480
1743451014.812795,168,480
1743451014.9173455,131,480
1743451015.029633,112,480
1743451015.1320505,74,480
1743451015.2277029,65,480
1743451015.3189783,51,480
1743451015.4125688,53,480
1743451015.5147583,92,480
1743451015.6112633,111,480
1743451015.7037678,111,480
1743451015.7988055,83,480
1743451015.895975,69,480
1743451015.99452,53,480
1743451016.0867474,45,480
1743451016.1642427,41,480
1743451016.250603,48,480
1743451016.3360555,52,480
1743451016.4302595,44,480
1743451016.5089822,50,480
1743451016.5839925,72,480
1743451016.6633024,54,480
1743451016.7388253,45,480
1743451016.8169127,41,480
1743451016.9035585,20,480
1743451016.997119,10,480
1743451017.0821323,5,480
1743451017.1646667,2,480
1743451017.2448313,1,480
1743451017.3188946,0,480
1743451017.4064264,0,480
1743451017.4959602,169,480
1743451017.5739596,282,480
1743451017.6515167,357,480
1743451017.7310858,394,480
1743451017.8139267,413,480
1743451017.90149,432,480
