timestamp,x,y
1743451497.0394435,640,480
1743451497.0820317,640,480
1743451497.139695,640,480
1743451497.1854312,640,480
1743451497.2304323,640,480
1743451497.284965,640,480
1743451497.3419788,640,480
1743451497.3869457,640,480
1743451497.4339643,640,480
1743451497.4734774,600,426
1743451497.5448215,580,399
1743451497.608609,531,332
1743451497.672587,500,299
1743451497.7363582,485,282
1743451497.7989194,438,274
1743451497.8680248,401,256
1743451497.9500568,383,248
1743451498.0187712,367,230
1743451498.1043148,399,248
1743451498.1854086,414,257
1743451498.2712178,422,261
1743451498.357714,419,263
1743451498.453815,405,238
1743451498.557343,378,172
1743451498.6390283,365,138
1743451498.7384768,358,122
1743451498.8260086,355,114
1743451498.907558,347,110
1743451498.9871473,343,107
1743451499.0726953,340,106
1743451499.1597037,333,106
1743451499.2357788,336,119
1743451499.3103423,344,112
1743451499.3949149,348,109
1743451499.4725204,343,121
1743451499.5405147,334,180
1743451499.6175792,343,250
1743451499.6926482,347,298
1743451499.772139,349,322
1743451499.8499057,350,321
1743451499.9304357,351,307
1743451500.003963,351,340
1743451500.076487,351,356
1743451500.147489,364,378
1743451500.236546,364,375
1743451500.3110802,365,374
1743451500.3836753,365,373
1743451500.4574685,365,373
1743451500.5498364,365,373
1743451500.630059,358,359
1743451500.7166946,355,366
1743451500.840944,353,369
1743451500.9839962,339,384
1743451501.0891616,339,392
1743451501.1782267,319,409
1743451501.2582448,335,404
1743451501.347769,330,402
1743451501.434899,315,401
1743451501.5424414,353,373
1743451501.628975,372,359
1743451501.7086089,381,352
1743451501.8031604,386,349
1743451501.8818135,388,347
1743451501.958821,383,346
1743451502.0463398,361,346
1743451502.136861,330,346
1743451502.2349308,347,346
1743451502.3194854,395,373
1743451502.4185805,420,386
1743451502.5185761,432,393
1743451502.601067,378,396
1743451502.7017152,352,398
1743451502.791031,345,399
1743451502.8808484,335,399
1743451502.9730613,330,399
1743451503.083211,328,399
1743451503.1783183,333,400
1743451503.2579257,329,413
1743451503.3355207,327,419
1743451503.4350953,326,422
1743451503.5455916,326,411
1743451503.660162,306,405
1743451503.7499077,290,402
1743451503.8594432,288,401
1743451503.9508753,333,373
1743451504.0564232,355,333
1743451504.1674714,360,313
1743451504.2805295,375,329
1743451504.3860765,422,377
1743451504.504646,427,401
1743451504.592166,429,413
1743451504.6877623,456,406
1743451504.795807,450,403
1743451504.889339,440,414
1743451504.9878082,442,407
1743451505.096573,462,416
1743451505.3958423,453,448
1743451505.4919596,448,464
1743451505.5956,446,445
1743451505.6893086,445,422
1743451505.7838428,451,411
1743451505.8958716,460,405
1743451506.0081553,452,415
1743451506.1096728,448,420
1743451506.2057707,452,410
1743451506.304283,441,405
1743451506.3987987,442,429
1743451506.476416,436,427
1743451506.5719948,453,453
1743451506.6660237,474,466
1743451506.8075821,465,473
1743451506.901007,461,476
1743451506.9976175,478,478
1743451507.0938137,467,452
1743451507.1879964,468,439
1743451507.2824674,469,432
1743451507.3750222,469,429
1743451507.4660041,469,427
1743451507.572844,482,453
1743451507.6710384,535,466
1743451507.7662063,554,473
1743451507.8457332,597,476
1743451507.9402606,618,478
1743451508.0328321,629,465
1743451508.1334136,634,459
1743451508.2414682,637,442
1743451508.3170633,638,434
1743451508.4156134,639,430
1743451508.5052238,639,375
1743451508.6027265,639,347
1743451508.6938536,640,320
1743451508.7854164,640,319
1743451508.860671,640,319
1743451508.9406319,640,319
1743451509.0162566,640,319
1743451509.0976348,640,319
