timestamp,x,y
1743449706.6130676,523,480
1743449706.673101,536,480
1743449706.7396421,540,480
1743449706.800175,541,470
1743449706.9011786,532,466
1743449707.0098622,527,464
1743449707.1079175,378,458
1743449707.2149408,304,456
1743449707.314489,278,450
1743449707.4197228,255,443
1743449707.5187519,233,422
1743449707.6274028,213,403
1743449707.7357225,202,394
1743449707.8480425,217,411
1743449707.9485996,224,436
1743449708.1232402,228,449
1743449708.2287698,210,460
1743449708.36934,211,452
1743449708.4824088,212,448
1743449708.5860126,212,446
1743449708.6947837,212,437
1743449708.7881489,222,411
1743449708.879151,237,394
1743449708.972717,118,355
1743449709.0662346,59,336
1743449709.1439333,29,309
1743449709.2285354,14,291
1743449709.3120744,133,269
1743449709.391578,192,258
1743449709.4697132,241,236
1743449709.5482285,314,198
1743449709.623271,360,201
1743449709.768803,306,203
1743449709.8525372,259,187
1743449709.9379745,236,178
1743449710.0251904,147,144
1743449710.1202662,112,110
1743449710.1968064,74,85
1743449710.2793372,46,81
1743449710.3588612,32,78
1743449710.4384308,74,94
1743449710.5139472,163,115
1743449710.6288123,217,134
1743449710.7153466,244,144
1743449710.7949028,248,140
1743449710.873887,240,138
1743449710.9504285,236,137
1743449711.025994,234,137
1743449711.1082995,252,141
1743449711.2039108,281,139
1743449711.2924309,305,138
1743449711.3754356,317,137
1743449711.4593854,313,145
1743449711.531905,321,149
1743449711.6152074,296,160
1743449711.690741,283,165
1743449711.7687364,267,168
1743449711.845413,366,174
1743449711.926937,415,177
1743449712.0054882,498,182
1743449712.0850294,510,185
1743449712.1541963,488,195
1743449712.2303813,476,200
1743449712.3236713,461,202
1743449712.3899014,434,203
1743449712.461885,420,204
1743449712.5412946,452,204
1743449712.6143224,468,204
1743449712.6878366,495,213
1743449712.7558432,509,217
1743449712.8343947,467,228
1743449712.907932,485,238
1743449712.9839418,494,243
1743449713.0584905,382,275
1743449713.1499333,336,300
1743449713.2465394,274,321
1743449713.3380792,243,331
1743449713.4456253,237,336
1743449713.5421515,215,348
1743449713.6372144,213,354
1743449713.712811,203,357
1743449713.8123002,198,358
1743449713.8878484,185,341
1743449713.9874094,179,320
1743449714.0774655,196,314
1743449714.172573,204,298
1743449714.2699952,208,290
1743449714.3543925,239,286
1743449714.654862,440,283
1743449714.7363994,540,282
1743449714.8079984,590,282
1743449714.913515,615,286
