x,y,duration_ms
640,480,566.6953125
158,200,334.06982421875
49,259,422.39306640625
80,277,138.25390625
98,301,544.562255859375
147,316,166.598876953125
186,469,149.175537109375
294,479,167.426513671875
238,480,141.525146484375
412,480,220.177978515625
382,480,915.7841796875
488,477,607.624755859375
214,480,155.8349609375
200,452,261.5546875
482,406,255.16943359375
496,471,265.25732421875
392,479,266.765380859375
515,480,308.182861328125
379,480,1229.356201171875
503,480,237.84912109375
414,480,363.66845703125
291,480,230.209228515625
392,480,149.2236328125
312,480,310.916259765625
282,480,338.98046875
314,480,396.01025390625
426,480,215.355712890625
425,476,330.031005859375
158,480,255.029541015625
126,480,3765.464599609375
160,480,1001.697509765625
127,480,604.830322265625
88,480,1515.303955078125
120,480,2600.5625
85,480,106.33203125
49,480,205.642333984375
96,480,399.35791015625
434,448,117.616455078125
279,470,330.763916015625
345,479,218.321044921875
392,480,118.50244140625
